10.7823483,106.6604,47.0,4.3,6.295053,2000,2016/05/04 15:31:50
10.7823866,106.6604433,50.0,4.3,6.516383,999,2016/05/04 15:31:51
10.7824283,106.66049,51.0,4.4,6.624475,1002,2016/05/04 15:31:52
10.7824916,106.6605766,55.0,4.5,6.186961,2001,2016/05/04 15:31:54
10.7825249,106.6606116,54.0,4.6,5.968204,1001,2016/05/04 15:31:55
10.7826033,106.6606733,41.0,4.5,5.5970893,1999,2016/05/04 15:31:57
10.7826433,106.6607033,39.0,4.5,5.515249,1003,2016/05/04 15:31:58
10.78272,106.6607683,42.0,4.5,5.3598027,1997,2016/05/04 15:32:00
10.782755,106.6607933,41.0,4.5,4.8924346,1000,2016/05/04 15:32:01
10.7827883,106.66082,42.0,4.5,4.6057343,1001,2016/05/04 15:32:02
10.7828533,106.66087,39.0,4.5,4.053952,2016,2016/05/04 15:32:04
10.7829166,106.6609199,43.0,4.5,4.03079,1984,2016/05/04 15:32:06
10.7829816,106.6609766,45.0,4.6,4.379771,2000,2016/05/04 15:32:08
10.7830566,106.661035,45.0,4.6,4.79927,2000,2016/05/04 15:32:10
10.783125,106.6610999,46.0,4.7,4.9099355,1999,2016/05/04 15:32:12
10.783165,106.6611299,46.0,4.6,5.14156,1000,2016/05/04 15:32:13
10.7832033,106.6611599,45.0,4.6,5.231122,1002,2016/05/04 15:32:14
10.7832433,106.6611849,42.0,4.6,5.1302366,999,2016/05/04 15:32:15
10.7832783,106.661215,40.0,4.6,4.6345587,1027,2016/05/04 15:32:16
10.783345,106.6612749,39.0,4.6,4.2181487,1972,2016/05/04 15:32:18
10.7833783,106.6613016,38.0,4.6,4.3617563,1000,2016/05/04 15:32:19
10.7834166,106.6613266,39.0,4.5,4.6093373,1001,2016/05/04 15:32:20
10.7834966,106.661375,35.0,4.6,4.8471394,1998,2016/05/04 15:32:22
10.78354,106.66141,37.0,4.6,5.447305,1002,2016/05/04 15:32:23
10.7836333,106.6614816,40.0,4.6,5.837465,2024,2016/05/04 15:32:25
10.7837216,106.6615666,43.0,4.7,6.287332,1974,2016/05/04 15:32:27
10.783765,106.6616099,45.0,4.7,6.4664555,1037,2016/05/04 15:32:28
10.7838616,106.6616983,44.0,4.7,6.866909,1964,2016/05/04 15:32:30
10.783915,106.6617366,42.0,4.7,6.960074,1000,2016/05/04 15:32:31
10.7840216,106.6618316,43.0,4.7,7.2565536,1999,2016/05/04 15:32:33
10.7840733,106.661875,43.0,4.8,7.2246413,1000,2016/05/04 15:32:34
10.7841833,106.6619916,44.0,4.8,7.7465696,2002,2016/05/04 15:32:36
10.7842883,106.6621133,46.0,4.6,7.9071627,2000,2016/05/04 15:32:38
10.78439,106.6622233,47.0,4.6,7.9565763,2000,2016/05/04 15:32:40
10.7844883,106.6623433,49.0,4.4,7.9673853,1997,2016/05/04 15:32:42
10.7845416,106.6623899,45.0,4.4,7.7115684,1002,2016/05/04 15:32:43
10.7845983,106.66244,42.0,4.3,7.8891473,1000,2016/05/04 15:32:44
10.7847099,106.66255,42.0,4.3,8.215996,2001,2016/05/04 15:32:46
10.78483,106.6626616,41.0,4.3,8.427032,1996,2016/05/04 15:32:48
10.7848866,106.6627116,40.0,4.3,8.09761,1005,2016/05/04 15:32:49
10.7849399,106.6627633,42.0,4.3,7.7728205,999,2016/05/04 15:32:50
