10.772065,106.6577916,283.0,4.4,4.070423,1000,2016/05/04 15:28:43
10.7721116,106.6577066,313.0,4.2,5.4596586,2001,2016/05/04 15:28:45
10.772155,106.6576716,322.0,4.2,6.0243087,1001,2016/05/04 15:28:46
10.7722033,106.6576366,326.0,4.1,6.4716024,998,2016/05/04 15:28:47
10.7723166,106.65759,337.0,4.1,7.166992,2000,2016/05/04 15:28:49
10.772385,106.6575716,343.0,4.1,7.733701,1001,2016/05/04 15:28:50
10.7725266,106.6575316,343.0,4.0,7.8999567,2001,2016/05/04 15:28:52
10.7726733,106.6574866,343.0,4.0,8.388943,1995,2016/05/04 15:28:54
10.7727516,106.6574666,343.0,4.0,8.683364,1002,2016/05/04 15:28:55
10.7728233,106.657445,342.0,4.0,8.284969,1002,2016/05/04 15:28:56
10.7729649,106.6574049,343.0,4.0,7.750687,2010,2016/05/04 15:28:58
10.7731116,106.6573716,346.0,4.0,8.223202,1987,2016/05/04 15:29:00
10.7731866,106.6573533,347.0,4.0,8.339015,1002,2016/05/04 15:29:01
10.7733383,106.6573216,345.0,3.9,8.5891695,2000,2016/05/04 15:29:03
10.773415,106.6573016,344.0,3.9,8.578876,1001,2016/05/04 15:29:04
10.7735666,106.65726,344.0,4.0,8.479019,2000,2016/05/04 15:29:06
10.7737166,106.6572149,342.0,3.9,8.235041,2000,2016/05/04 15:29:08
10.77379,106.6571916,342.0,3.9,8.274674,999,2016/05/04 15:29:09
10.7738666,106.6571766,344.0,3.9,8.667922,1029,2016/05/04 15:29:10
10.7740233,106.6571483,347.0,3.9,8.544389,1972,2016/05/04 15:29:12
10.7741733,106.6571133,344.0,3.9,8.4213705,1999,2016/05/04 15:29:14
10.7743266,106.6570716,344.0,3.9,8.622112,2002,2016/05/04 15:29:16
10.7744716,106.6570266,342.0,3.9,8.402841,1997,2016/05/04 15:29:18
10.774545,106.6570066,343.0,4.0,8.546448,1001,2016/05/04 15:29:19
10.7746966,106.6569683,345.0,4.0,8.70035,2002,2016/05/04 15:29:21
10.7747733,106.6569516,345.0,4.0,8.672555,1001,2016/05/04 15:29:22
10.7749166,106.6569183,343.0,4.0,7.9354725,1993,2016/05/04 15:29:24
10.7749833,106.6569,343.0,3.9,7.487664,1003,2016/05/04 15:29:25
10.7750483,106.6568816,342.0,3.9,7.2457447,1002,2016/05/04 15:29:26
10.77511,106.6568649,343.0,3.9,7.1422853,1000,2016/05/04 15:29:27
10.7751699,106.65685,345.0,3.9,6.83757,1000,2016/05/04 15:29:28
10.7752749,106.6568316,348.0,3.9,5.3896565,1999,2016/05/04 15:29:30
10.7753616,106.6568166,348.0,3.9,4.6186023,1999,2016/05/04 15:29:32
10.77545,106.6567816,348.0,3.9,4.9058175,2000,2016/05/04 15:29:34
10.7755499,106.6567466,348.0,3.9,5.936291,2002,2016/05/04 15:29:36
10.7756683,106.6567233,350.0,3.9,7.108314,1996,2016/05/04 15:29:38
10.775735,106.6567099,350.0,3.9,7.471193,1003,2016/05/04 15:29:39
10.7758049,106.6566916,348.0,3.9,7.925178,999,2016/05/04 15:29:40
10.775955,106.6566549,347.0,3.9,8.566522,2000,2016/05/04 15:29:42
10.7760299,106.65664,347.0,3.9,8.55211,1002,2016/05/04 15:29:43
10.776105,106.6566249,347.0,3.9,8.520712,1000,2016/05/04 15:29:44
10.7762616,106.6565983,348.0,3.9,8.660716,2001,2016/05/04 15:29:46
10.7764249,106.6565633,346.0,3.9,9.058082,1994,2016/05/04 15:29:48
10.776505,106.6565366,344.0,3.9,9.065803,1005,2016/05/04 15:29:49
10.77667,106.6564833,344.0,3.9,9.226911,2000,2016/05/04 15:29:51
10.7767516,106.65646,344.0,3.9,9.135805,1000,2016/05/04 15:29:52
10.7769133,106.6564216,347.0,3.9,9.013301,1998,2016/05/04 15:29:54
10.7770683,106.6563866,346.0,3.9,8.4280615,2002,2016/05/04 15:29:56
10.777205,106.6563549,345.0,3.9,7.451119,2001,2016/05/04 15:29:58
10.7773299,106.6563266,346.0,3.9,6.645064,1999,2016/05/04 15:30:00
10.7774266,106.65631,345.0,3.9,5.195606,2000,2016/05/04 15:30:02
10.77751,106.656285,342.0,4.0,4.6500006,1998,2016/05/04 15:30:04
10.7775866,106.6562649,345.0,4.1,4.3123426,2002,2016/05/04 15:30:06
10.777625,106.6562566,349.0,4.2,4.286607,999,2016/05/04 15:30:07
10.7776633,106.6562599,357.0,4.2,4.1512346,1001,2016/05/04 15:30:08
10.7777016,106.6562583,3.0,4.2,4.1280723,998,2016/05/04 15:30:09
10.7777366,106.6562633,7.0,4.2,3.9669642,1000,2016/05/04 15:30:10
10.7777733,106.6562716,10.0,4.2,3.9607875,1002,2016/05/04 15:30:11
10.7778066,106.656285,20.0,4.1,4.0946155,999,2016/05/04 15:30:12
10.777885,106.6563216,30.0,4.1,4.796696,2000,2016/05/04 15:30:14
10.7779616,106.6563733,36.0,4.1,5.2815647,2001,2016/05/04 15:30:16
10.7780033,106.6564083,39.0,4.1,5.8209934,999,2016/05/04 15:30:17
10.7780983,106.65649,42.0,4.1,6.94875,2000,2016/05/04 15:30:19
10.778195,106.6565733,43.0,4.1,7.0918427,2001,2016/05/04 15:30:21
10.778245,106.6566183,43.0,4.0,7.534504,1001,2016/05/04 15:30:22
10.7782949,106.6566666,44.0,4.0,7.741937,998,2016/05/04 15:30:23
10.778405,106.6567583,42.0,4.0,7.68995,2000,2016/05/04 15:30:25
10.77851,106.6568416,40.0,4.0,7.4598694,2000,2016/05/04 15:30:27
10.7785616,106.6568866,41.0,4.0,7.6703906,1002,2016/05/04 15:30:28
10.7786716,106.6569783,41.0,4.0,8.131581,1998,2016/05/04 15:30:30
10.7787883,106.6570766,41.0,4.0,8.518653,1999,2016/05/04 15:30:32
10.7789016,106.6571766,42.0,4.0,8.532036,2001,2016/05/04 15:30:34
10.7790183,106.6572833,43.0,4.0,8.840869,2000,2016/05/04 15:30:36
10.7791483,106.6573933,42.0,4.0,9.3489,1999,2016/05/04 15:30:38
10.7792149,106.65745,41.0,4.0,9.50589,1002,2016/05/04 15:30:39
10.7792833,106.657505,41.0,4.0,9.592363,1001,2016/05/04 15:30:40
10.7794133,106.6576166,42.0,4.0,9.436917,1997,2016/05/04 15:30:42
10.77948,106.6576749,43.0,4.0,9.582068,1001,2016/05/04 15:30:43
10.7795466,106.6577316,43.0,4.0,9.674204,1000,2016/05/04 15:30:44
10.7796766,106.65786,43.0,4.0,9.856416,2002,2016/05/04 15:30:46
10.7797433,106.65792,43.0,4.0,9.878035,998,2016/05/04 15:30:47
10.7798766,106.6580483,45.0,4.3,10.218266,2000,2016/05/04 15:30:49
10.7800083,106.6581716,43.0,4.5,9.554789,1997,2016/05/04 15:30:51
10.7800733,106.6582266,42.0,4.4,9.396255,1004,2016/05/04 15:30:52
10.7801383,106.6582816,42.0,4.4,9.116245,999,2016/05/04 15:30:53
